desc,variable,value
泰國天然椰子油（1000ml）,bcode2,
泰國天然椰子油（美容裝）,bcode2,8858929700134
泰國天然椰子油1000ml,bcode2,
泰國天然椰子油250ml,bcode2,
泰國天然椰子油480ml,bcode2,
泰國天然椰子花蜜,bcode2,857121775742
泰國天然椰子花蜜糖（旅行3件裝）,bcode2,8857121776770
泰國冬蔭功米通（15gX3),bcode2,
泰國有機3色米,bcode2,
泰國有機三色米（ofarm）,bcode2,
泰國有機三色米500g,bcode2,
泰國有機冬陰功米條,bcode2,
泰國有機古法鼓油,bcode2,
泰國有機白米500g,bcode2,
泰國有機米1kg(Special Price),bcode2,
泰國有機紅米1kg,bcode2,
泰國有機紅米500g,bcode2,8856972206252
泰國有機紅蔥頭/蒜頭,bcode2,
泰國有機香米  5kg,bcode2,
泰國有機香米（OFARM),bcode2,
泰國有機香米1kg,bcode2,
泰國有機香米2kg,bcode2,
泰國有機香糙米,bcode2,
泰國有機香糙米1kg,bcode2,
泰國有機香糙米500g,bcode2,
泰國有機黑米,bcode2,8856972206603
泰國有機黑糯米,bcode2,
泰國有機椰子油（旅行3件裝）,bcode2,8857121776886
泰國有機醬油,bcode2,8859060300399
泰國青咖喱+（椰漿及甜羅勒葉）,bcode2,8859060300078
泰國威化餅（椰子）,bcode2,
泰國特級有機胚芽糙米,bcode2,
泰國清潤桂圓茶,bcode2,
泰國龍眼肉300g,bcode2,
泰國龍眼乾,bcode2,8858945200021
浴室消毒濕紙巾,bcode2,
浴廁清潔劑,bcode2,
浴椅,bcode2,
浴椅,bcode2,
海太郎原味嫩芽,bcode2,
海洋竹笙,bcode2,
海苔米果,bcode2,4710984562260
海苔素肉鬆,bcode2,
海苔脆片,bcode2,
海苔麥麩卷,bcode2,
海苔酥,bcode2,
海苔醬,bcode2,
海帶芽,bcode2,GFL1008
海帶芽根結,bcode2,
消毒火酒75%（1000ml）,bcode2,
消毒酒精棉,bcode2,
烏梅汁 360mL,bcode2,
烏梅汁1000mL,bcode2,
烏醋240ml,bcode2,
烤岩生紫菜,bcode2,
特惠竹炭5包裝,bcode2,
特價有機菜(20/袋）,bcode2,
特價蜆殼粉,bcode2,
珮氏成人抗菌紙尿片(大碼)(10包1箱),bcode2,
珮氏成人抗菌紙尿片(中碼)(10包1箱),bcode2,
病床餐檯,bcode2,
祖母綠有機吸凍,bcode2,
祖母綠諾麗果汁,bcode2,
祟德發天然純麥汁,bcode2,4002631990695
納豆海苔蘇打餅,bcode2,9555021806946
納豆雜菜粥,bcode2,
紐條粉,bcode2,
純米醋500ml,bcode2,
純素蔬菜餅,bcode2,9555118659530
純棉內衣,bcode2,
純棉毛巾,bcode2,
純棉毛巾34cmX75cm,bcode2,
純黑芝麻,bcode2,4712067896552
純黑芝麻粉,bcode2,
純黑糖,bcode2,
純磨香油,bcode2,
素肉鬆(原味),bcode2,
素皂,bcode2,4710942103153
素豆丁,bcode2,
素豆片,bcode2,
素豆條,bcode2,
素炸醬乾拌麵,bcode2,
素食烏醋300mL,bcode2,
素食烏醋600mL,bcode2,
素食調味料,bcode2,4719854181037
素麻婆豆腐 (辣）,bcode2,
素螺肉,bcode2,
素躁醬,bcode2,
能量E生機餅乾,bcode2,
脂肪水分電子磅,bcode2,
脆米片,bcode2,
脆米樂（芥辣）,bcode2,
脆米樂（芥辣）,bcode2,
脆米樂（南瓜果仁）,bcode2,
脆米樂（南瓜果仁）,bcode2,
脆米樂（原味迷你）,bcode2,
脆米樂（海苔）,bcode2,
脆米樂（海苔）,bcode2,
脆剝皮辣椒,bcode2,
茶樹精油,bcode2,
起士糙米果,bcode2,
酒精消毒紙(100片),bcode2,
"針織竹炭靜脈曲張護套(小腿)B1-701(1大,2加大)",bcode2,
針織竹炭靜脈曲張護套(小腿)B1-701(大碼),bcode2,
針織竹炭靜脈曲張護套(小腿)B1-701(加大碼),bcode2,
針織竹炭護肘 B1-301,bcode2,
"針織竹炭護肘 B1-301(1中,1大,2加大)",bcode2,
針織竹炭護肘 B1-301(大碼),bcode2,
針織竹炭護肘 B1-301(中碼),bcode2,
針織竹炭護肘 B1-301(加大碼),bcode2,
針織竹炭護膝 B1-502,bcode2,
"針織竹炭護膝 B1-502(1小,1中,2加大)",bcode2,
針織竹炭護膝 B1-502(中碼),bcode2,
針織竹炭護膝 B1-502(加大碼),bcode2,
針織竹炭護膝 B1-502(細碼),bcode2,
針織竹炭護踝 B1-601,bcode2,
"針織竹炭護踝 B1-601(1大, 2加大)",bcode2,
針織竹炭護踝 B1-601(大碼),bcode2,
針織竹炭護踝 B1-601(加大碼),bcode2,
針織專業護腰 C1-402,bcode2,
針織專業護膝 B1-501,bcode2,
除味空氣竹醋液(120ml),bcode2,
除味空氣竹醋液(120ml)(N),bcode2,
除味空氣竹醋液(121ml),bcode2,
除味空氣竹醋液(試用裝),bcode2,
除味炭包150g,bcode2,6930502422281
馬家手工面線（山藥味）,bcode2,4719869121257
馬家手工面線（原味）,bcode2,4719869121240
馬家手工面線（蕃茄味）,bcode2,4719869121974
馬家麵線（南瓜味）,bcode2,
高山有機金針,bcode2,
高鈣杏仁茶,bcode2,
高鈣杏仁茶（袋裝）,bcode2,
高鈣杏仁茶（袋裝）,bcode2,
高溫煮食油,bcode2,8024358701138
乾豆豉,bcode2,
健康牙刷(6支),bcode2,
健康食品福袋P1,bcode2,
健康食品禮籃H1,bcode2,
健康食品禮籃HI,bcode2,
健康時代-純濃豆漿粉（袋裝500g）,bcode2,
健康福袋2016039,bcode2,
健康福袋201609,bcode2,
健康禮物包,bcode2,
健康禮物包,bcode2,
健康禮物福袋,bcode2,
健絡通活絡油（旅行版）,bcode2,
健絡通活絡油旅行裝,bcode2,4897064020077
健源單色28格藥盒,bcode2,
參觀社企工作坊,bcode2,
唯諾金裝鈣骨寶,bcode2,
堅果醬,bcode2,
堅果醬,bcode2,
崇德發天然黑麥汁,bcode2,
康源唐辛子竹酢保健貼2片,bcode2,724101001325
康源茶籽墨旱蓮首烏洗髮露750ml,bcode2,
康源透骨草田七活絡沐浴露1000ml,bcode2,
康源黑豆人參當歸養潤洗髮露750ml,bcode2,
康源檀香骨膠原沐浴露1000ml,bcode2,
"康樂 250A(11"" x 26"") 片芯                                   ",bcode2,
康樂日用大碼(10片),bcode2,
康樂日用中碼(10片),bcode2,
康樂成人電子磅,bcode2,
康樂棉花棒,bcode2,
強生ONETOUCH血糖機套裝,bcode2,
強生血糖紙Ultra Strip 50's,bcode2,
強生血糖紙Ultra Strip 50's (N),bcode2,
強生血糖機(不可獨立買機)(N),bcode2,
強生血糖機(贈品）,bcode2,
強生血糖機1盒+強生血糖紙(50's)2盒,bcode2,
強生採血針Ultrasoft Lancet 100's,bcode2,
強生採血針Ultrasoft Lancet 100's(N),bcode2,
彩色 輕按式 7格藥盒,bcode2,
彩色4x7日 28格藥盒,bcode2,
彩色七日藥盒(每日一排四格),bcode2,
彩屏手機,bcode2,
御品黃金海苔脆片,bcode2,4715409960769
排毒竹醋貼(4片),bcode2,
排毒竹醋貼(5片),bcode2,
探熱槍 (澳洲)  Medi Sain,bcode2,
梅子果凍,bcode2,
梅干菜,bcode2,
梅津糖,bcode2,
梅香醬蘿蔔,bcode2,
梅粉,bcode2,
梅棗酵素,bcode2,
梅棗酵素,bcode2,
梅精果凍,bcode2,
梅精軟糖,bcode2,
梅醋,bcode2,
涼麵醬,bcode2,
淮山粉,bcode2,
淮山餅,bcode2,4897043099841
淮山餅（試食2包裝）,bcode2,
淮山麵,bcode2,
淳味紅冰糖,bcode2,
淳味黑糖糖塊,bcode2,
添寧護你墊,bcode2,
清潔服務,bcode2,
現金券,bcode2,
現金券,bcode2,
甜蜜鳳梨醋600ml/支,bcode2,
甜辣醬,bcode2,
盒裝黑木耳,bcode2,6927255479808
粒粒椰肉椰青水,bcode2,
粒粒蘆薈椰青水,bcode2,
細海鹽,bcode2,
荷寶節日優惠套裝,bcode2,
荷寶萬用活洛油 15ml,bcode2,
荷寶萬用活洛油 50ml,bcode2,
荷寶優惠套裝 (活洛油+薄荷膏),bcode2,
荷寶薄荷膏15gm,bcode2,
荷蘭ROYAL GREEN天然無味椰子油250ml,bcode2,
荷蘭ROYAL GREEN天然無味椰子油500ml,bcode2,
荷蘭ROYAL GREEN天然無味椰子油500ml,bcode2,
荷蘭ROYAL GREEN椰子花蜜糖,bcode2,
蛋卷（香蕉）,bcode2,
蛋卷（原味）,bcode2,8853445000768
蛋卷（粟米）,bcode2,
蛋卷（粟米）-獨立包裝,bcode2,
袋裝式助聽器(西門子),bcode2,21UY85723
袋裝芝麻粉,bcode2,
袋鼠牌暖貼 (每包10個),bcode2,
軟式頸托 中碼,bcode2,
"軟式頸扥 丰Foam Cervical collar, L size",bcode2,
"軟式頸扥 丰Foam Cervical collar, medium size",bcode2,
透氣乒乓球約束手套,bcode2,
通粉（500g）,bcode2,
速登大豆卵磷脂,bcode2,
野菜糙米粥(10入),bcode2,
陳年香柚茶,bcode2,
陳年醋,bcode2,
陳年薄荷油,bcode2,
雀巢Compleat Chicken (雞味) 250ml ($375/箱/24 罐),bcode2,
雀巢天源素Compleat237ml（CHICKEN),bcode2,
雀巢糖愈適,bcode2,
雪之戀和風和風大福-黑糖,bcode2,
雪之戀和風芝麻大幅,bcode2,
雪之戀和風紅豆大幅,bcode2,
雪之戀原味蛋卷,bcode2,
雪花霜—滋潤乾燥皮膚,bcode2,
雪花霜—滋潤乾燥皮膚100ml,bcode2,9314839010477
雪花霜—滋潤乾燥皮膚Q.V.Cream -250g,bcode2,9314839010460
雪花霜—滋潤乾燥皮膚Q.V.Cream -500g,bcode2,9314839000997
雪蓮子麵筋,bcode2,
麥芽糖,bcode2,
麥芽糖餅,bcode2,
麥麩蘇打餅 400g,bcode2,
麥蘆卡13+蜂蜜喉糖(原味),bcode2,
麥蘆卡13+蜂蜜喉糖(薑及紫錐花味),bcode2,
麥蘆卡13+蜂蜜喉糖(檸檬蜂蜜味),bcode2,
麻油當歸細麵(8入),bcode2,
麻油腐乳130g,bcode2,
麻油腐乳-300g,bcode2,
麻辣包,bcode2,
麻鑽農坊牛蒡片300g,bcode2,4712417852351
傘餅,bcode2,
喂食用奶樽接駁喉,bcode2,
喂食用奶樽駁喉,bcode2,
喜馬拉雅山岩鹽150g,bcode2,
單色4X7日28格藥盒,bcode2,
壺底豆鼓,bcode2,
惠氏倍力加,bcode2,
提子椰果汁,bcode2,
換購禮品（10元）,bcode2,
換購禮品（15元）,bcode2,
換購禮品（20元）,bcode2,
換購禮品（5元）,bcode2,
晶冰糖1公斤,bcode2,
智能響鬧提示藥盒,bcode2,
智能響鬧提示藥盒(買10送1),bcode2,
朝天辣椒王,bcode2,
植物活力液,bcode2,4891094972023
植物燕麥奶,bcode2,
減壓坐墊,bcode2,
無花果月餅（獨立裝）,bcode2,
無花果乾,bcode2,
無背鋁質浴椅,bcode2,
無背鋁質浴椅(可調較高度),bcode2,
無患子多用途清潔液,bcode2,
無患子洗髮乳,bcode2,
無患子蜂膠潔牙液,bcode2,
無菌不織布紗布片,bcode2,
無菌厚墊敷料,bcode2,
無菌敷料包,bcode2,
無鉛皮蛋,bcode2,
無糖小紅莓養生餅120g,bcode2,
無糖杏仁養生餅120g,bcode2,
無糖南瓜子養生餅,bcode2,
無糖納豆紅菊餅,bcode2,
無糖蕎麥梳打餅,bcode2,
無糖蕎麥蘇打餅（獨立包裝）,bcode2,
無糖螺旋藻梳打餅,bcode2,
無糖螺旋藻蘇打餅（獨立包裝）,bcode2,
猴頭菇餅,bcode2,4897043099247
琦家山藥玉米濃湯盒裝,bcode2,
琦家山藥卷盒裝,bcode2,
琦家山藥益力素,bcode2,
琦家山藥養生濃湯盒裝,bcode2,
琦家山藥養生燕麥粉盒裝,bcode2,
琦家山藥養生薏仁粉400g,bcode2,
琦家山藥養生薏仁粉盒裝,bcode2,
番薯餅,bcode2,9557615846598
番薯餅（獨立包裝2包裝）,bcode2,
短扶手，座寬41CM 座高47CM,bcode2,
筒裝蘋果乾 50g,bcode2,
粟米棒（芝士）,bcode2,
粟米棒（原味）,bcode2,
紫米黑芝麻球,bcode2,
紫花紋,bcode2,
紫無花果月餅（原味）,bcode2,4897030020018
紫菜,bcode2,
紫薯酵母（10小包）,bcode2,
紫薯酵母（獨立小包）,bcode2,4710960762271
腎怡康Renilon4.0(24/箱）,bcode2,
菊花茶,bcode2,
菜脯餅,bcode2,
菠蘿乾,bcode2,
華潤堂九製陳皮喉糖,bcode2,
華潤堂牛蒡茶5克X15包,bcode2,
華潤堂加拿大花旗蔘片80克,bcode2,
華潤堂半枝蓮蛇舌草精454g,bcode2,
華潤堂竹鹽潤喉糖,bcode2,
華潤堂杞子180克,bcode2,
華潤堂昆侖雪菊1.5克X25包,bcode2,
華潤堂胎菊,bcode2,
華潤堂夏枯草精454g,bcode2,
華潤堂夏桑菊沖劑10gX10袋,bcode2,
華潤堂雪耳球200g,bcode2,
華潤堂黑苦蕎麥茶3克X25包,bcode2,
華潤堂精選龍眼肉300g,bcode2,
華潤堂蜜煉枇杷糖,bcode2,
華潤堂蟲草花（粗條）100g,bcode2,
超大葡萄乾,bcode2,
超勁特靈平安膏,bcode2,
越南有機椰青水,bcode2,
越南有機椰青水1000ml,bcode2,
越南香米,bcode2,
越南香米（試食裝）500g,bcode2,
越南香米500g,bcode2,
開水喉換扶手器,bcode2,
開瓶器,bcode2,
開瓶器,bcode2,
黃金地瓜糙米（8小包）,bcode2,
黃金地瓜糙米（獨立小包）,bcode2,
黃金百杏茶（獨立包裝）,bcode2,4713282760994
黃金蕎麥五穀棒（亞麻籽）,bcode2,
黃金蕎麥五穀棒（南瓜）,bcode2,
黃金蕎麥五穀棒（海苔）,bcode2,
黃金蕎麥茶,bcode2,4715409960287
黃金韃靼面白鳳豆拌面（260g）,bcode2,
黃金韃靼香菇拌面（260g）,bcode2,
黑五穀豆漿（12小包）,bcode2,4710960912188
黑五穀豆漿（獨立小包）,bcode2,4710960762189
黑木耳玉露,bcode2,
黑木耳乾,bcode2,
黑谷粉,bcode2,
黑豆粉,bcode2,
黑豆粉ORGANIC,bcode2,
黑豆黑芝麻奶粉,bcode2,
黑豆轂粉,bcode2,4710960911198
黑豆轂粉（獨立小包）,bcode2,4710960761199
黑芝麻粉,bcode2,
黑芝麻粉,bcode2,
黑芝麻脆片,bcode2,
黑芝麻粒,bcode2,
黑芝麻軟糖,bcode2,
黑芝麻糕（原味）,bcode2,
黑芝麻糕（黑豆）,bcode2,
黑芝麻糙米燕麥,bcode2,4710960762264
黑芝麻糙米燕麥（12小包）,bcode2,4710960912263
黑芝麻醬,bcode2,
黑金剛花生,bcode2,
黑金剛花生,bcode2,
黑架黑布大轆輪椅,bcode2,
黑糖冬瓜茶,bcode2,
黑糖冬瓜茶,bcode2,
黑糖四物轉,bcode2,4712774113836
黑糖老薑茶（18包）,bcode2,4710960778074
黑糖老薑茶（獨立小包）,bcode2,4710960768075
黑糖沙琪瑪(無蛋),bcode2,
黑糖果凍,bcode2,
黑糖苦瓜茶,bcode2,
黑糖梅,bcode2,
黑糖陳皮檸檬,bcode2,
黑轂精華,bcode2,
傳話器 Kam Personal Talker Model PT-1,bcode2,
傾斜式鋁質沐浴便廁椅,bcode2,
圓片牛蒡茶,bcode2,
圓形坐墊,bcode2,4716073814210
塑膠植物盆栽,bcode2,
奧地利有機果汁（紅菜頭）,bcode2,4897048860293
奧地利有機果汁（紅菜頭+蘋果）,bcode2,4897048860316
奧地利有機果汁（紅蘿蔔）,bcode2,4897048860309
意大利幼意大利粉,bcode2,
意大利尖通粉,bcode2,
意大利有機牛肝菌蕃茄醬,bcode2,
意大利有機黃金葡萄乾250g,bcode2,
意大利有機葡萄乾,bcode2,
意大利有機辣椒蕃茄醬,bcode2,
意大利有機羅勒蕃茄醬,bcode2,
意大利長通粉,bcode2,8007255130980
意大利粉,bcode2,
意大利粉（500g）,bcode2,
意大利葡萄籽油（1000ML)贈品,bcode2,8005305900385
意大利螺絲粉（500g）,bcode2,8007255060850
愛心小熊肥皂（禮盒裝）,bcode2,
愛素寶ISOCAL(237ml）,bcode2,
慈善福袋,bcode2,
新竹米粉300克,bcode2,
新竹米粉600g,bcode2,
椰子油organic,bcode2,
椰子油手作香皂（薄荷茶）,bcode2,
椰子油手作香皂（薰衣草/綠茶蜜糖）,bcode2,
椰子油手作香皂-香茅味,bcode2,
椰子油手作香皂-原味,bcode2,
椰子花蜜漿-禮盒裝-30gX3,bcode2,
椰子酥150g,bcode2,
椰子醬,bcode2,
椰奶,bcode2,
源和貴級油膏,bcode2,
溫和潔膚潤露 1L,bcode2,9314839008450
溫和潔膚潤露 Q.V.Gentle Wash 250ml,bcode2,
溫和潔膚潤露 Q.V.Gentle Wash 500ml,bcode2,9314839008474
滅蟲貼,bcode2,
瑞特血糖測試片,bcode2,
瑞特血糖測試片,bcode2,
瑞特血糖測試片25片（Rightest GS100),bcode2,
瑞特血糖測試片50片（Rightest GS300),bcode2,
瑞特血糖儀監測系統 (Rightest GM100),bcode2,
瑞特血糖儀監測系統 (Rightest GM100),bcode2,
瑞特採血針100支/盒,bcode2,
碎花紋,bcode2,
義式腰果鹹醬,bcode2,
聖誕文具組合A1,bcode2,
聖誕文具組合A2,bcode2,
聖誕裝飾系列-文具1,bcode2,
聖誕裝飾系列-文具2,bcode2,
聖誕裝飾系列-木製聖誕樹,bcode2,
聖誕裝飾系列-聖誕卡,bcode2,
聖誕樹(木製),bcode2,
腰果核桃粉,bcode2,4712067896569
腰果核桃粉400g,bcode2,
腰果粉,bcode2,
腰果鹹醬夾心酥,bcode2,
腳部鍛鍊單車,bcode2,
腳部鍛鍊單車,bcode2,
腳跟修護膏 100g,bcode2,
腳跟修護膏 50g,bcode2,
葡萄柚軟糖,bcode2,
葡萄醋,bcode2,
葡萄糖胺燕麥奶,bcode2,
蜂花粉,bcode2,
蜂蜜果凍條,bcode2,
蜂蜜青草喉糖,bcode2,
蜂膠枇杷潤喉糖,bcode2,4713435206348
補能素（箱）,bcode2,
補能素Polycal(400G),bcode2,
運動襪,bcode2,
電子血壓計,bcode2,
電子血壓計（手腕型）,bcode2,
電子血壓計（手腕型）,bcode2,
電子血壓計（手臂型）,bcode2,
電飯煲（愛心卡訂購貨品）,bcode2,
電話擴音器喇叭,bcode2,
電療止痛機配件,bcode2,8962300
嘉頓芝麻梳打餅,bcode2,
嘉頓威化（小包裝）,bcode2,
嘉頓時時食（小包裝）,bcode2,
壽司醋,bcode2,
壽星公面線,bcode2,
壽桃牌全蛋面,bcode2,
壽桃牌江門米粉,bcode2,4894338002012
壽桃牌長壽盒裝麵線,bcode2,
壽桃牌非油炸面6包裝,bcode2,087303866311
壽桃牌洛神花茶55g,bcode2,
壽桃牌蝦子麵,bcode2,
壽桃牌鮑魚面（12個裝）,bcode2,087303858415
壽桃黑豆茶55g,bcode2,
寡糖餅乾 綜合穀片 108g,bcode2,
寡糖餅乾─南瓜子 108g,bcode2,
寡糖餅乾─蔓越莓 108g,bcode2,
寡糖餅乾-胚芽蕎麥 108g,bcode2,
實用手機,bcode2,
摺合式助行架,bcode2,
碳之語炊飯碳,bcode2,6930502422205
福字禮品袋（細）,bcode2,
福袋包裝費用,bcode2,
福蔘寶（陳年柚子蔘）,bcode2,
精美心型圖案福袋,bcode2,
精美索繩袋（細）,bcode2,
精美環保袋,bcode2,
精美環保袋（A4),bcode2,
精美禮物袋（中）,bcode2,
精美禮物籃連包裝彩帶（S),bcode2,
精美禮品袋（大）,bcode2,
精選淮山250g,bcode2,
精釀蜂蜜醋（600ml）,bcode2,
綜合水果軟糖,bcode2,
綜合海藻,bcode2,
綜合堅果（袋）,bcode2,
綜合濃湯(以上4款湯，每款2包),bcode2,
綠豆,bcode2,
綠茶薏仁糊,bcode2,
綠茶麵線,bcode2,
綠話梅肉,bcode2,
綠糧莊有機牛肝菌,bcode2,
綠糧莊有機冬菇,bcode2,
綠糧莊有機冬菇(大)120g,bcode2,
綠糧莊有機冬菇片,bcode2,
綠糧莊有機冬菇片（大）,bcode2,
綠糧莊有機全麥烏冬,bcode2,
綠糧莊有機花菇(大),bcode2,6935953593108
綠糧莊有機烏冬,bcode2,
綠糧莊有機童花菇,bcode2,
綠糧莊有機黑木耳,bcode2,
綠糧莊有機蕎麥麵,bcode2,
綠糧莊有機糙米烏冬,bcode2,
綠糧莊有機麵全盒裝,bcode2,
維他Q版朱古力奶125ml,bcode2,
維他奶,bcode2,
維他純蒸餾水,bcode2,
維他菊花茶,bcode2,
維達10卷,bcode2,
維諾金裝鈣骨補,bcode2,
臺灣中興米（試食贈品）,bcode2,
臺灣府城擔仔面,bcode2,
臺灣香米（1KG),bcode2,
臺灣臺南關廟面,bcode2,
蒜蓉,bcode2,
蒜蓉朝天辣椒110g,bcode2,
輕按式7格藥盒,bcode2,
輕按式7格藥盒(N),bcode2,
輕烘焙8珍堅果（袋裝）,bcode2,
辣豆瓣醬,bcode2,
辣味梅子醬 (微辣）,bcode2,
遠年陳皮3兩/包,bcode2,
遠年陳皮4兩裝,bcode2,
"遠紅外線足踝護套 Multi-Ceramic Ankle Support, Extra Large Si",bcode2,
"遠紅外線足踝護套 Multi-Ceramic Ankle Support, Large Size",bcode2,
"遠紅外線足踝護套 Multi-Ceramic Ankle Support, Medium Size",bcode2,
遠紅外線枕巾,bcode2,
遠紅外線護腕,bcode2,
"遠紅外線護膝 Multi-Ceramic Knee Support, Large Size",bcode2,
"遠紅外線護膝 Multi-Ceramic Knee Support, Medium Size",bcode2,
"遠紅外線護膝 Multi-Ceramic Knee Support, Small Size",bcode2,
"遠紅外線護膝 Multi-Ceramic Knee Support, X Large Size",bcode2,
酸辣麵,bcode2,
銀耳,bcode2,
銅鑼杭菊,bcode2,
鳳梨水果軟糖,bcode2,
鳳梨軟糖,bcode2,
鳳梨酥,bcode2,
鳳梨酥 (鴻福),bcode2,
鳳梨酥禮盒,bcode2,
鳳梨醋,bcode2,
鳳梨鮮果乾,bcode2,
墨西哥有機蜜糖560g,bcode2,
廚房消毒濕紙巾,bcode2,
彈力多皮蛋（贈品）,bcode2,
德國有機亞麻仁油(智慧有機體),bcode2,
德國啤酒酵母粉,bcode2,
歐姆龍OMRON手腕式血壓計,bcode2,4975479494390
歐姆龍OMRON全自動手臂式電子血壓計,bcode2,4975479494420
歐姆龍OMRON全自動手臂式電子血壓計JPN500(附贈品）,bcode2,
歐姆龍手腕式血壓計6131,bcode2,4975479495175
歐姆龍手臂式血壓計7121(會員特價）,bcode2,4975479495274
歐姆龍手臂式血壓計7130,bcode2,4975479495250
潔膚皂 Q.V. Bar 100g,bcode2,
潔膚潤露,bcode2,
潔膚潤露,bcode2,
潔膚潤露 Q.V.Wash - 250ml,bcode2,
潔膚露(1000ML),bcode2,
潤志極品干貝醬（辣）,bcode2,
潤志極品乾貝醬,bcode2,4897025020177
潤志辣椒醬,bcode2,
潤唇油 15g,bcode2,
潤唇油 Q.V.Lip Balm 15g,bcode2,93530811
潤膚浴油 1L,bcode2,
潤膚浴油—嬰兒、成人合用,bcode2,
潤膚浴油—嬰兒、成人合用,bcode2,
潤膚浴油—嬰兒、成人合用Bath Oil- 250 ml,bcode2,
稻森-台灣苗粟花辦面-400g,bcode2,
"練力蛋,軟(橙色)",bcode2,
"練力蛋,極軟(淺橙色)",bcode2,
練力膠(軟度),bcode2,
練力膠(超軟度),bcode2,
膠原蛋白有機燕麥奶,bcode2,
膠原蛋白有機燕麥奶,bcode2,4711601990367
蓮蓉粽,bcode2,
蓮藕芝麻（獨立小包）,bcode2,4710960762035
蓮藕芝麻糊,bcode2,
蔬菜拉麵,bcode2,
蔬菜餅 (獨立包裝),bcode2,
蔬菜餅（小包）,bcode2,
蝴蝶粉,bcode2,8007255112016
調味便當菜 (微辣）,bcode2,
養生十轂牛扎糖,bcode2,
養生綜合堅果300g,bcode2,
養生薈有機黃金亞麻籽,bcode2,
養生薈有機黃金亞麻籽454g,bcode2,
養生薈特粗蟲草花50g,bcode2,
澳洲SAGE敷料包,bcode2,
澳洲天然湖鹽 (簡單生活),bcode2,
澳洲卡卡杜梅羊奶皂,bcode2,
澳洲有機湖鹽,bcode2,
澳洲玫瑰油精華羊脂護膚霜,bcode2,
澳洲袋鼠果羊奶皂,bcode2,
澳洲頂級大燕麥片,bcode2,
燕麥-加楓葉糖漿及龍舌蘭蜜糖,bcode2,
燕麥麩粒,bcode2,
燕麥麩精華,bcode2,
燕麥糙米豆漿（12小包）,bcode2,4710960911273
燕麥糙米豆漿（獨立小包）,bcode2,4710960761274
燕窩雪蛤露（6支）,bcode2,4711140810089
糖蜜手工皂,bcode2,4710942103207
蕃茄拉麵,bcode2,
蕃茄軟糖,bcode2,
蕃茄義大利麵醬,bcode2,
